Trip ID,Pickup Date,Pickup Hour,Vehicle,Payment_type,No.of passengers,Trip Distance,Booking Values,Pickup Location,Total Bookings
3804,2024-06-02 00:00:00,1899-12-30 09:46:50,Uber Green,Uber Pay,5,1.2,$9.0,Midtown East,1.0
3805,2024-06-02 00:00:00,1899-12-30 09:23:13,UberXL,Uber Pay,1,1.67,$10.3,Upper East Side North,1.0
3806,2024-06-02 00:00:00,1899-12-30 09:12:30,UberX,Uber Pay,1,2.47,$14.3,Lenox Hill West,1.0
3808,2024-06-02 00:00:00,1899-12-30 09:49:23,UberX,Uber Pay,1,1.27,$8.5,Yorkville West,1.0
3809,2024-06-02 00:00:00,1899-12-30 08:59:20,UberX,Uber Pay,1,1.48,$9.1,Lenox Hill West,1.0
3810,2024-06-02 00:00:00,1899-12-30 09:44:03,Uber Comfort,Uber Pay,1,1.71,$10.2,Flatiron,1.0
3811,2024-06-02 00:00:00,1899-12-30 09:29:40,UberXL,Uber Pay,1,2.16,$12.1,Union Sq,1.0
3812,2024-06-02 00:00:00,1899-12-30 09:01:52,UberX,Uber Pay,1,1.2,$8.0,East Harlem North,1.0
3813,2024-06-02 00:00:00,1899-12-30 09:33:54,Uber Black,Cash,1,1.1,$7.0,NV,1.0
3814,2024-06-02 00:00:00,1899-12-30 09:42:45,Uber Green,Uber Pay,1,1.8,$10.0,Midtown East,1.0
3815,2024-06-02 00:00:00,1899-12-30 09:34:33,UberXL,Cash,1,5.9,$20.5,East Harlem South,1.0
3816,2024-06-02 00:00:00,1899-12-30 09:59:32,Uber Comfort,Amazon Pay,1,1.6,$2.5,NV,1.0
3818,2024-06-02 00:00:00,1899-12-30 09:43:46,Uber Black,Uber Pay,1,1.1,$8.1,East Chelsea,1.0
3819,2024-06-02 00:00:00,1899-12-30 09:20:24,UberX,Cash,1,3.32,$12.5,East Harlem North,1.0
3820,2024-06-02 00:00:00,1899-12-30 09:01:10,Uber Green,Uber Pay,1,1.2,$9.0,TriBeCa/Civic Center,1.0
3821,2024-06-02 00:00:00,1899-12-30 09:42:47,Uber Green,Uber Pay,1,1.5,$9.7,Penn Station/Madison Sq West,1.0
3822,2024-06-02 00:00:00,1899-12-30 09:50:56,UberX,Cash,2,3.38,$13.0,Yorkville West,1.0
3823,2024-06-02 00:00:00,1899-12-30 09:50:55,UberX,Cash,5,2.14,$9.5,Garment District,1.0
3824,2024-06-02 00:00:00,1899-12-30 09:07:49,UberX,Cash,1,3.25,$13.5,Gramercy,1.0
3825,2024-06-02 00:00:00,1899-12-30 09:44:38,Uber Black,Cash,1,2.4,$10.5,East Harlem South,1.0
3827,2024-06-02 00:00:00,1899-12-30 09:38:09,UberXL,Cash,1,2.11,$8.0,Upper West Side North,1.0
3828,2024-06-02 00:00:00,1899-12-30 09:56:30,Uber Black,Cash,2,2.19,$8.5,Upper East Side South,1.0
3829,2024-06-02 00:00:00,1899-12-30 09:46:17,UberX,Uber Pay,1,1.95,$12.1,UN/Turtle Bay South,1.0
3830,2024-06-02 00:00:00,1899-12-30 09:17:18,UberX,Cash,1,1.74,$8.0,Midtown North,1.0
3831,2024-06-02 00:00:00,1899-12-30 09:25:22,Uber Green,Uber Pay,1,1.21,$7.9,Central Park,1.0
3832,2024-06-02 00:00:00,1899-12-30 09:23:14,Uber Comfort,Uber Pay,1,1.23,$7.9,Lincoln Square East,1.0
3833,2024-06-02 00:00:00,1899-12-30 09:52:24,UberX,Uber Pay,1,2.1,$12.0,East Harlem South,1.0
3834,2024-06-02 00:00:00,1899-12-30 09:40:57,Uber Green,Uber Pay,1,2.37,$14.6,Kips Bay,1.0
3836,2024-06-02 00:00:00,1899-12-30 09:34:28,UberX,Cash,1,3,$10.5,Murray Hill,1.0
3837,2024-06-02 00:00:00,1899-12-30 09:13:29,Uber Black,Uber Pay,1,3.2,$17.5,Flatiron,1.0
3838,2024-06-02 00:00:00,1899-12-30 10:58:17,Uber Black,Uber Pay,1,1.5,$10.9,Lincoln Square West,1.0
3839,2024-06-02 00:00:00,1899-12-30 10:05:38,Uber Black,Uber Pay,1,1.7,$10.7,Upper East Side South,1.0
3840,2024-06-02 00:00:00,1899-12-30 10:38:54,Uber Black,Amazon Pay,1,1.4,$7.5,Midtown East,1.0
3841,2024-06-02 00:00:00,1899-12-30 10:45:03,UberX,Uber Pay,1,2.99,$14.0,Murray Hill,1.0
3842,2024-06-02 00:00:00,1899-12-30 10:21:51,Uber Black,Uber Pay,1,2.9,$13.9,Lenox Hill East,1.0
3843,2024-06-02 00:00:00,1899-12-30 10:45:23,UberX,Uber Pay,2,1.3,$7.9,Lenox Hill East,1.0
3845,2024-06-02 00:00:00,1899-12-30 10:43:02,Uber Black,Uber Pay,1,1.7,$9.2,Upper West Side South,1.0
3847,2024-06-02 00:00:00,1899-12-30 10:07:07,UberX,Uber Pay,2,1.32,$10.7,Upper West Side North,1.0
3848,2024-06-02 00:00:00,1899-12-30 10:38:33,Uber Comfort,Cash,2,2.15,$10.0,Upper West Side North,1.0
3849,2024-06-02 00:00:00,1899-12-30 10:41:22,UberX,Uber Pay,2,2.2,$12.5,Manhattan Valley,1.0
3850,2024-06-02 00:00:00,1899-12-30 10:03:39,Uber Black,Uber Pay,1,3.4,$15.1,Lincoln Square East,1.0
3851,2024-06-02 00:00:00,1899-12-30 10:26:03,Uber Comfort,Uber Pay,1,1.23,$8.5,Lenox Hill West,1.0
3852,2024-06-02 00:00:00,1899-12-30 10:02:30,Uber Comfort,Uber Pay,1,2.74,$16.2,Upper West Side South,1.0
3854,2024-06-02 00:00:00,1899-12-30 10:27:35,Uber Comfort,Uber Pay,1,1.51,$8.5,Upper East Side South,1.0
3855,2024-06-02 00:00:00,1899-12-30 10:13:41,UberX,Uber Pay,1,3.51,$16.5,Downtown Brooklyn/MetroTech,1.0
3856,2024-06-02 00:00:00,1899-12-30 10:32:33,Uber Comfort,Uber Pay,1,6.96,$40.0,UN/Turtle Bay South,1.0
3858,2024-06-02 00:00:00,1899-12-30 10:20:44,UberXL,Uber Pay,1,2.87,$14.0,East Village,1.0
3859,2024-06-02 00:00:00,1899-12-30 10:33:29,UberXL,Uber Pay,1,2.01,$12.1,Lenox Hill West,1.0
3862,2024-06-02 00:00:00,1899-12-30 10:37:55,UberXL,Cash,1,3.5,$18.0,Lenox Hill East,1.0
3863,2024-06-02 00:00:00,1899-12-30 10:43:11,UberX,Uber Pay,1,2.45,$13.3,Lenox Hill West,1.0
3864,2024-06-02 00:00:00,1899-12-30 10:50:05,UberX,Uber Pay,1,1.92,$12.7,Lenox Hill West,1.0
3865,2024-06-02 00:00:00,1899-12-30 10:21:02,UberX,Cash,1,2.31,$9.5,Lincoln Square East,1.0
3866,2024-06-02 00:00:00,1899-12-30 10:33:07,Uber Comfort,Uber Pay,1,9.72,$42.7,Garment District,1.0
3868,2024-06-02 00:00:00,1899-12-30 10:39:50,Uber Green,Uber Pay,3,1.3,$7.9,Kips Bay,1.0
3870,2024-06-02 00:00:00,1899-12-30 10:48:50,UberX,Uber Pay,1,3.41,$18.7,Lenox Hill East,1.0
3871,2024-06-02 00:00:00,1899-12-30 10:06:06,UberX,Uber Pay,1,3.01,$13.9,Yorkville East,1.0
3873,2024-06-02 00:00:00,1899-12-30 10:52:00,UberX,Uber Pay,1,13.64,$50.9,LaGuardia Airport,1.0
3874,2024-06-02 00:00:00,1899-12-30 10:36:36,Uber Green,Cash,6,1.81,$11.0,Manhattan Valley,1.0
3876,2024-06-02 00:00:00,1899-12-30 10:03:34,UberX,Cash,1,6,$18.5,Lenox Hill East,1.0
3877,2024-06-02 00:00:00,1899-12-30 10:43:39,Uber Black,Cash,5,1.01,$6.0,Upper West Side North,1.0
3878,2024-06-02 00:00:00,1899-12-30 10:13:29,UberXL,Uber Pay,1,1.12,$7.7,Lenox Hill West,1.0
3879,2024-06-02 00:00:00,1899-12-30 10:40:47,Uber Comfort,Cash,1,2.11,$11.5,Morningside Heights,1.0
3880,2024-06-02 00:00:00,1899-12-30 10:29:50,Uber Black,Uber Pay,1,5.31,$22.3,UN/Turtle Bay South,1.0
3881,2024-06-02 00:00:00,1899-12-30 10:18:25,UberXL,Uber Pay,1,1.3,$9.1,Upper East Side North,1.0
3882,2024-06-02 00:00:00,1899-12-30 10:02:23,UberXL,Uber Pay,1,1.44,$8.2,Lincoln Square East,1.0
3883,2024-06-02 00:00:00,1899-12-30 10:04:12,Uber Comfort,Cash,1,8.63,$27.5,Upper West Side North,1.0
3884,2024-06-02 00:00:00,1899-12-30 10:31:18,Uber Comfort,Amazon Pay,1,2.9,$11.0,NV,1.0
3885,2024-06-02 00:00:00,1899-12-30 10:03:40,Uber Green,Uber Pay,1,4.9,$18.9,Upper West Side South,1.0
3886,2024-06-02 00:00:00,1899-12-30 10:02:56,UberX,Cash,1,1.44,$7.0,Upper East Side North,1.0
3887,2024-06-02 00:00:00,1899-12-30 10:44:35,UberXL,Uber Pay,3,6.78,$27.6,Upper West Side North,1.0
3888,2024-06-02 00:00:00,1899-12-30 10:02:59,Uber Green,Uber Pay,1,3.3,$13.5,Upper West Side North,1.0
3889,2024-06-02 00:00:00,1899-12-30 10:02:19,Uber Comfort,Uber Pay,1,2.22,$12.1,Upper East Side South,1.0
3891,2024-06-02 00:00:00,1899-12-30 10:08:15,UberX,Uber Pay,1,1.24,$10.9,Kips Bay,1.0
3892,2024-06-02 00:00:00,1899-12-30 10:12:52,UberX,Uber Pay,1,2.74,$12.5,Midtown Center,1.0
3893,2024-06-02 00:00:00,1899-12-30 10:18:21,Uber Black,Uber Pay,1,1.26,$8.6,Lenox Hill East,1.0
3894,2024-06-02 00:00:00,1899-12-30 07:43:29,UberXL,Uber Pay,1,2.67,$11.5,Murray Hill,1.0
3895,2024-06-02 00:00:00,1899-12-30 10:58:26,Uber Black,Uber Pay,1,1.2,$8.5,West Chelsea/Hudson Yards,1.0
3896,2024-06-02 00:00:00,1899-12-30 10:07:08,Uber Green,Uber Pay,1,2.2,$12.1,Upper East Side North,1.0
3897,2024-06-02 00:00:00,1899-12-30 10:27:00,UberX,Uber Pay,1,1.4,$9.6,UN/Turtle Bay South,1.0
3898,2024-06-02 00:00:00,1899-12-30 10:01:39,Uber Comfort,Uber Pay,1,2.76,$11.0,Flatiron,1.0
3899,2024-06-02 00:00:00,1899-12-30 10:33:00,Uber Black,Uber Pay,1,2.4,$15.1,Manhattan Valley,1.0
3900,2024-06-02 00:00:00,1899-12-30 10:32:03,UberX,Cash,4,2.54,$12.0,East Harlem North,1.0
3903,2024-06-02 00:00:00,1899-12-30 10:07:46,UberX,Uber Pay,1,9.1,$31.0,Yorkville West,1.0
3904,2024-06-02 00:00:00,1899-12-30 10:51:06,UberX,Cash,4,2.3,$10.0,Kips Bay,1.0
3906,2024-06-02 00:00:00,1899-12-30 10:17:07,Uber Comfort,Cash,1,1.23,$6.0,Sutton Place/Turtle Bay North,1.0
3907,2024-06-02 00:00:00,1899-12-30 10:14:52,Uber Green,Cash,2,1.13,$7.0,Upper East Side North,1.0
3908,2024-06-02 00:00:00,1899-12-30 10:17:45,Uber Black,Cash,2,1.4,$8.0,East Harlem South,1.0
3909,2024-06-02 00:00:00,1899-12-30 10:02:41,UberX,Cash,1,2.09,$7.5,Lincoln Square East,1.0
3910,2024-06-02 00:00:00,1899-12-30 10:39:02,UberXL,Uber Pay,1,3.38,$16.3,Lincoln Square East,1.0
3911,2024-06-02 00:00:00,1899-12-30 10:14:41,Uber Comfort,Cash,1,1.93,$8.0,Lincoln Square West,1.0
3913,2024-06-02 00:00:00,1899-12-30 10:24:08,Uber Comfort,Uber Pay,6,1.76,$9.8,Mott Haven/Port Morris,1.0
3915,2024-06-02 00:00:00,1899-12-30 10:08:27,UberXL,Uber Pay,1,1.06,$10.0,Penn Station/Madison Sq West,1.0
3916,2024-06-02 00:00:00,1899-12-30 10:25:03,UberX,Cash,2,2.35,$10.5,Central Harlem,1.0
3917,2024-06-02 00:00:00,1899-12-30 10:30:16,Uber Green,Uber Pay,2,2.82,$15.7,Upper West Side North,1.0
3918,2024-06-02 00:00:00,1899-12-30 10:37:31,Uber Black,Uber Pay,1,1.48,$9.7,Gramercy,1.0
3919,2024-06-02 00:00:00,1899-12-30 10:44:24,Uber Green,Cash,1,1.98,$8.0,Upper West Side South,1.0
3920,2024-06-02 00:00:00,1899-12-30 10:57:13,UberX,Uber Pay,1,2.9,$12.7,Kips Bay,1.0
3921,2024-06-02 00:00:00,1899-12-30 10:16:50,Uber Green,Uber Pay,5,1.91,$11.4,Yorkville East,1.0
3922,2024-06-02 00:00:00,1899-12-30 10:46:52,Uber Comfort,Uber Pay,2,1.2,$10.8,Lenox Hill East,1.0
3924,2024-06-02 00:00:00,1899-12-30 10:44:59,Uber Green,Uber Pay,2,4.17,$19.6,Gramercy,1.0
3925,2024-06-02 00:00:00,1899-12-30 10:54:35,UberX,Uber Pay,1,7.9,$37.3,Upper East Side South,1.0
3927,2024-06-02 00:00:00,1899-12-30 10:41:34,Uber Black,Uber Pay,1,3.07,$14.5,Sutton Place/Turtle Bay North,1.0
3928,2024-06-02 00:00:00,1899-12-30 10:37:00,UberX,Uber Pay,3,4.93,$25.9,Kips Bay,1.0
3929,2024-06-02 00:00:00,1899-12-30 10:50:29,Uber Black,Cash,1,1.3,$7.5,Lenox Hill West,1.0
3930,2024-06-02 00:00:00,1899-12-30 10:25:52,Uber Green,Uber Pay,1,1.69,$10.5,Midtown East,1.0
3931,2024-06-02 00:00:00,1899-12-30 10:29:35,UberXL,Uber Pay,2,3.2,$19.3,Lenox Hill East,1.0
3932,2024-06-02 00:00:00,1899-12-30 10:43:11,UberX,Uber Pay,1,1.64,$9.1,Lincoln Square East,1.0
3933,2024-06-02 00:00:00,1899-12-30 10:43:36,Uber Comfort,Cash,2,1.38,$8.5,Garment District,1.0
3934,2024-06-02 00:00:00,1899-12-30 10:34:22,Uber Green,Cash,1,1.61,$6.5,Midtown East,1.0
3935,2024-06-02 00:00:00,1899-12-30 10:40:46,Uber Black,Cash,1,2.68,$10.5,Upper East Side South,1.0
3936,2024-06-02 00:00:00,1899-12-30 10:27:28,Uber Green,Cash,1,2.2,$9.5,Lenox Hill East,1.0
3937,2024-06-02 00:00:00,1899-12-30 10:21:25,UberXL,Uber Pay,2,3.06,$14.0,Clinton East,1.0
3939,2024-06-02 00:00:00,1899-12-30 10:41:21,UberX,Uber Pay,1,1.5,$9.0,Clinton East,1.0
3940,2024-06-02 00:00:00,1899-12-30 10:51:50,UberX,Cash,1,1.01,$6.5,Central Harlem,1.0
3941,2024-06-02 00:00:00,1899-12-30 10:38:10,UberX,Cash,1,2.76,$10.0,East Harlem North,1.0
3942,2024-06-02 00:00:00,1899-12-30 10:10:17,Uber Green,Cash,1,4.97,$20.5,Lenox Hill East,1.0
3943,2024-06-02 00:00:00,1899-12-30 09:55:20,Uber Comfort,Uber Pay,1,1.64,$9.5,Central Park,1.0
3947,2024-06-02 00:00:00,1899-12-30 10:15:08,Uber Black,Uber Pay,1,4,$18.7,West Chelsea/Hudson Yards,1.0
3948,2024-06-02 00:00:00,1899-12-30 10:35:57,Uber Green,Cash,1,1.47,$7.5,Yorkville West,1.0
3949,2024-06-02 00:00:00,1899-12-30 10:52:05,UberX,Uber Pay,1,1.67,$9.7,Lenox Hill East,1.0
3950,2024-06-02 00:00:00,1899-12-30 10:02:31,UberXL,Cash,1,2.1,$10.0,Garment District,1.0
3951,2024-06-02 00:00:00,1899-12-30 10:01:03,UberX,Cash,1,1.5,$6.5,Central Harlem North,1.0
3952,2024-06-02 00:00:00,1899-12-30 10:32:22,UberX,Uber Pay,1,1.57,$8.0,Kips Bay,1.0
3953,2024-06-02 00:00:00,1899-12-30 10:45:11,Uber Comfort,Uber Pay,1,1.48,$10.5,Alphabet City,1.0
3954,2024-06-02 00:00:00,1899-12-30 10:10:08,UberXL,Uber Pay,1,1.53,$10.3,Penn Station/Madison Sq West,1.0
3955,2024-06-02 00:00:00,1899-12-30 10:22:08,Uber Comfort,Uber Pay,1,2.12,$13.3,Midtown Center,1.0
3956,2024-06-02 00:00:00,1899-12-30 10:36:39,UberX,Cash,1,4.28,$14.5,Midtown Center,1.0
3957,2024-06-02 00:00:00,1899-12-30 10:02:32,Uber Green,Uber Pay,1,1.72,$12.0,Greenwich Village North,1.0
3958,2024-06-02 00:00:00,1899-12-30 10:43:25,Uber Comfort,Uber Pay,1,1.1,$7.9,Greenwich Village North,1.0
3959,2024-06-02 00:00:00,1899-12-30 10:43:47,Uber Black,Cash,1,1.42,$8.0,Midtown East,1.0
3960,2024-06-02 00:00:00,1899-12-30 10:13:30,Uber Black,Uber Pay,1,3.1,$15.1,Sutton Place/Turtle Bay North,1.0
3962,2024-06-02 00:00:00,1899-12-30 10:09:53,Uber Black,Uber Pay,6,17.94,$65.3,Astoria,1.0
3963,2024-06-02 00:00:00,1899-12-30 10:37:45,UberX,Cash,2,4.7,$15.5,Kips Bay,1.0
3964,2024-06-02 00:00:00,1899-12-30 10:37:40,Uber Green,Uber Pay,1,7.9,$34.0,Lenox Hill East,1.0
3966,2024-06-02 00:00:00,1899-12-30 10:48:39,UberXL,Uber Pay,1,2.45,$13.3,Midtown Center,1.0
3967,2024-06-02 00:00:00,1899-12-30 10:49:37,Uber Green,Cash,1,1.33,$7.0,Upper East Side North,1.0
3968,2024-06-02 00:00:00,1899-12-30 10:03:03,Uber Green,Cash,1,1.84,$11.5,Midtown North,1.0
3969,2024-06-02 00:00:00,1899-12-30 10:52:46,Uber Comfort,Uber Pay,1,2.43,$16.5,Upper East Side North,1.0
3970,2024-06-02 00:00:00,1899-12-30 10:49:18,UberX,Uber Pay,1,2.47,$13.3,Lenox Hill East,1.0
3971,2024-06-02 00:00:00,1899-12-30 10:26:14,UberXL,Cash,1,2.1,$9.5,Upper East Side North,1.0
3972,2024-06-02 00:00:00,1899-12-30 10:09:27,UberX,Cash,1,2.5,$9.5,Lenox Hill East,1.0
3973,2024-06-02 00:00:00,1899-12-30 10:37:24,UberXL,Uber Pay,1,5.4,$20.0,Greenwich Village North,1.0
3974,2024-06-02 00:00:00,1899-12-30 10:15:58,Uber Green,Uber Pay,1,2.65,$13.9,Clinton West,1.0
3976,2024-06-02 00:00:00,1899-12-30 10:05:41,UberX,Cash,6,1.76,$8.5,Manhattan Valley,1.0
3977,2024-06-02 00:00:00,1899-12-30 10:48:03,UberX,Uber Pay,6,1.28,$9.7,Yorkville West,1.0
3978,2024-06-02 00:00:00,1899-12-30 11:00:14,Uber Black,Uber Pay,6,1.64,$9.1,Lenox Hill East,1.0
3979,2024-06-02 00:00:00,1899-12-30 10:01:06,Uber Green,Uber Pay,1,4,$18.7,Lincoln Square West,1.0
3980,2024-06-02 00:00:00,1899-12-30 10:54:42,UberX,Uber Pay,1,2.7,$16.5,Upper West Side North,1.0
3981,2024-06-02 00:00:00,1899-12-30 10:59:46,Uber Comfort,Uber Pay,1,2.55,$13.3,Upper West Side North,1.0
3982,2024-06-02 00:00:00,1899-12-30 10:02:31,UberXL,Uber Pay,1,1.8,$10.0,Garment District,1.0
3983,2024-06-02 00:00:00,1899-12-30 10:46:43,UberX,Cash,1,1.34,$7.5,Central Park,1.0
3984,2024-06-02 00:00:00,1899-12-30 10:09:27,UberX,Cash,1,3.3,$13.0,Upper West Side North,1.0
3986,2024-06-02 00:00:00,1899-12-30 10:57:16,UberXL,Uber Pay,1,1.7,$12.0,Upper East Side North,1.0
3987,2024-06-02 00:00:00,1899-12-30 10:20:57,UberX,Uber Pay,1,1.18,$8.5,Garment District,1.0
3990,2024-06-02 00:00:00,1899-12-30 10:59:39,UberX,Uber Pay,1,2.1,$11.5,Meatpacking/West Village West,1.0
3991,2024-06-02 00:00:00,1899-12-30 10:50:52,UberXL,Cash,6,1.21,$6.5,Murray Hill,1.0
3993,2024-06-02 00:00:00,1899-12-30 10:34:47,UberXL,Cash,1,2.7,$12.0,East Harlem South,1.0
3994,2024-06-02 00:00:00,1899-12-30 10:00:16,Uber Green,Cash,1,1.3,$7.0,Gramercy,1.0
3995,2024-06-02 00:00:00,1899-12-30 10:16:24,Uber Black,Uber Pay,1,2.4,$10.8,TriBeCa/Civic Center,1.0
3996,2024-06-02 00:00:00,1899-12-30 10:09:14,UberX,Uber Pay,2,3.06,$15.1,Midtown South,1.0
3997,2024-06-02 00:00:00,1899-12-30 10:35:15,UberXL,Uber Pay,2,2.19,$10.5,Lenox Hill West,1.0
3999,2024-06-02 00:00:00,1899-12-30 10:14:48,UberX,Cash,1,1.07,$10.5,Stuy Town/Peter Cooper Village,1.0
4000,2024-06-02 00:00:00,1899-12-30 10:01:32,UberX,Uber Pay,1,3.1,$17.1,Lenox Hill West,1.0
4001,2024-06-02 00:00:00,1899-12-30 10:05:05,UberXL,Cash,2,9.6,$28.0,Red Hook,1.0
4002,2024-06-02 00:00:00,1899-12-30 10:15:23,UberXL,Uber Pay,1,3,$15.1,Midtown North,1.0
4004,2024-06-02 00:00:00,1899-12-30 10:13:52,UberX,Uber Pay,5,1.86,$10.9,Gramercy,1.0
4005,2024-06-02 00:00:00,1899-12-30 10:18:55,UberX,Uber Pay,1,1.17,$7.9,Lincoln Square East,1.0
4006,2024-06-02 00:00:00,1899-12-30 10:24:35,Uber Black,Uber Pay,1,2,$9.7,Flatiron,1.0
4007,2024-06-02 00:00:00,1899-12-30 10:59:06,UberX,Cash,1,4.6,$19.0,Old Astoria,1.0
4008,2024-06-02 00:00:00,1899-12-30 10:41:32,Uber Green,Uber Pay,1,3.08,$16.9,Lincoln Square East,1.0
4009,2024-06-02 00:00:00,1899-12-30 10:02:28,Uber Comfort,Cash,1,1.77,$9.0,Lenox Hill East,1.0
4010,2024-06-02 00:00:00,1899-12-30 10:24:12,Uber Comfort,Uber Pay,1,1.68,$9.7,Upper East Side North,1.0
4011,2024-06-02 00:00:00,1899-12-30 10:29:17,UberXL,Cash,1,8.16,$27.0,LaGuardia Airport,1.0
4012,2024-06-02 00:00:00,1899-12-30 10:00:06,Uber Comfort,Uber Pay,1,2.3,$12.7,Lincoln Square East,1.0
4013,2024-06-02 00:00:00,1899-12-30 10:52:54,UberX,Uber Pay,1,1.52,$12.0,Central Park,1.0
4014,2024-06-02 00:00:00,1899-12-30 10:03:22,UberX,Cash,1,5.2,$16.5,East Village,1.0
4015,2024-06-02 00:00:00,1899-12-30 10:49:57,Uber Black,Uber Pay,5,1.45,$10.8,Penn Station/Madison Sq West,1.0
4016,2024-06-02 00:00:00,1899-12-30 10:20:23,Uber Green,Cash,1,4.7,$15.0,Clinton East,1.0
4017,2024-06-02 00:00:00,1899-12-30 10:44:04,Uber Black,Uber Pay,1,1.18,$8.8,Upper East Side North,1.0
4018,2024-06-02 00:00:00,1899-12-30 10:58:34,Uber Green,Cash,1,1.7,$8.0,Morningside Heights,1.0
4019,2024-06-02 00:00:00,1899-12-30 11:39:24,UberX,Cash,1,1.1,$6.0,Upper West Side North,1.0
4020,2024-06-02 00:00:00,1899-12-30 11:49:49,Uber Black,Cash,1,2.5,$11.0,Upper East Side South,1.0
4021,2024-06-02 00:00:00,1899-12-30 12:04:16,UberX,Cash,2,1.03,$6.0,East Harlem South,1.0
4022,2024-06-02 00:00:00,1899-12-30 11:45:22,Uber Comfort,Cash,1,1.1,$7.0,Yorkville East,1.0
4023,2024-06-02 00:00:00,1899-12-30 11:31:10,Uber Comfort,Cash,4,2.56,$11.0,Lincoln Square East,1.0
4024,2024-06-02 00:00:00,1899-12-30 11:49:50,Uber Black,Cash,1,6.09,$21.0,East Harlem South,1.0
4026,2024-06-02 00:00:00,1899-12-30 11:29:06,Uber Comfort,Cash,1,1.3,$7.0,Garment District,1.0
4027,2024-06-02 00:00:00,1899-12-30 11:52:56,UberX,Cash,1,1.69,$7.0,Upper East Side South,1.0
4028,2024-06-02 00:00:00,1899-12-30 11:23:44,Uber Comfort,Cash,1,1.07,$7.0,Kips Bay,1.0
4030,2024-06-02 00:00:00,1899-12-30 11:40:05,UberX,Cash,1,1.85,$12.0,Midtown South,1.0
4032,2024-06-02 00:00:00,1899-12-30 11:24:40,UberX,Uber Pay,2,1.4,$10.0,Upper East Side South,1.0
4034,2024-06-02 00:00:00,1899-12-30 11:46:10,UberXL,Cash,1,1.6,$6.5,Financial District North,1.0
4035,2024-06-02 00:00:00,1899-12-30 11:26:28,UberX,Uber Pay,1,2.57,$15.8,Upper East Side North,1.0
4036,2024-06-02 00:00:00,1899-12-30 11:58:26,Uber Black,Uber Pay,5,2.45,$13.9,Midtown South,1.0
4037,2024-06-02 00:00:00,1899-12-30 11:04:09,UberX,Cash,2,4.13,$13.5,Kips Bay,1.0
4038,2024-06-02 00:00:00,1899-12-30 11:56:12,UberXL,Uber Pay,1,3.14,$15.7,Murray Hill,1.0
4039,2024-06-02 00:00:00,1899-12-30 11:25:49,UberXL,Uber Pay,1,1.2,$8.6,Upper East Side North,1.0
4040,2024-06-02 00:00:00,1899-12-30 10:32:35,Uber Black,Uber Pay,1,2.35,$13.5,East Harlem South,1.0
4041,2024-06-02 00:00:00,1899-12-30 11:25:25,Uber Green,Cash,5,1.62,$7.5,Murray Hill,1.0
4042,2024-06-02 00:00:00,1899-12-30 11:27:36,UberX,Uber Pay,1,1.8,$13.3,Morningside Heights,1.0
4043,2024-06-02 00:00:00,1899-12-30 11:34:43,UberX,Uber Pay,1,3.7,$14.5,Upper West Side South,1.0
4044,2024-06-02 00:00:00,1899-12-30 11:01:08,Uber Black,Cash,1,1.6,$10.0,Yorkville West,1.0
4045,2024-06-02 00:00:00,1899-12-30 11:19:46,Uber Green,Uber Pay,4,1.5,$10.9,Lenox Hill East,1.0
4046,2024-06-02 00:00:00,1899-12-30 11:38:05,Uber Green,Cash,1,4.63,$18.5,Manhattan Valley,1.0
4047,2024-06-02 00:00:00,1899-12-30 11:39:30,UberX,Cash,1,2.07,$11.5,Yorkville East,1.0
4048,2024-06-02 00:00:00,1899-12-30 11:38:42,UberX,Uber Pay,1,3.85,$21.8,Garment District,1.0
4049,2024-06-02 00:00:00,1899-12-30 11:45:14,Uber Black,Uber Pay,1,1.53,$9.0,Times Sq/Theatre District,1.0
4051,2024-06-02 00:00:00,1899-12-30 11:34:11,Uber Black,Cash,2,1.01,$5.5,Lenox Hill West,1.0
4052,2024-06-02 00:00:00,1899-12-30 11:32:25,UberX,Uber Pay,1,1.8,$9.7,Yorkville East,1.0
4053,2024-06-02 00:00:00,1899-12-30 11:39:26,UberX,Uber Pay,1,1.42,$10.0,Sutton Place/Turtle Bay North,1.0
4054,2024-06-02 00:00:00,1899-12-30 11:11:04,Uber Black,Cash,1,5.7,$21.0,Manhattan Valley,1.0
4056,2024-06-02 00:00:00,1899-12-30 11:29:54,UberX,Uber Pay,1,2,$11.5,Lincoln Square East,1.0
4057,2024-06-02 00:00:00,1899-12-30 11:17:14,UberX,Uber Pay,1,1.19,$6.5,Midtown North,1.0
4058,2024-06-02 00:00:00,1899-12-30 11:48:03,Uber Comfort,Uber Pay,2,1.54,$10.2,Midtown East,1.0
4059,2024-06-02 00:00:00,1899-12-30 11:51:34,Uber Black,Uber Pay,3,6.66,$23.0,Clinton East,1.0
4061,2024-06-02 00:00:00,1899-12-30 11:54:38,UberX,Uber Pay,1,3.9,$15.0,Upper East Side North,1.0
4062,2024-06-02 00:00:00,1899-12-30 11:28:58,Uber Comfort,Uber Pay,2,1.51,$11.4,Murray Hill,1.0
4063,2024-06-02 00:00:00,1899-12-30 11:48:17,Uber Black,Uber Pay,1,1.29,$9.1,Upper East Side North,1.0
4064,2024-06-02 00:00:00,1899-12-30 11:38:09,Uber Comfort,Uber Pay,1,1.3,$10.2,Penn Station/Madison Sq West,1.0
